DATE;BP;VPSIZE;VPSIZEMIN;VPSIZEMAX;VPSEQT;DWQT;VDWQT;VPPSEQT;VPXPSEQT;HITRATIO;MISSRATIO;MAX_ASYNC_IO_DLY_MS;SYNC_IO_DLY_MS;MAX_SYNC_IO_DLY_MS;SYNC_IO_S;NON-DCRYPY_RD_MBS;NON_ENCRYP_WRT_MBS;PG_USED_BP_GB;CHG_PG_WRT_GB
06/02/202419:45;BP12;1600;100000;125000;10;30;1;50;50;9681;41;414;21;2288;2;0;0;2;0
06/02/202419:45;BP2;1600;524288;655360;10;30;5;50;50;9877;13;715;21;1637;6;0;0;3;0
06/02/202419:45;BP23;200;524288;1048576;50;30;1;50;50;9211;111;16;33;495;0;0;0;0;0
06/02/202419:45;BP24;200;524288;655360;50;30;1;50;50;8263;400;309;39;3051;2;0;0;1;0
06/02/202419:45;BP25;200;524288;655360;80;30;5;50;50;8349;75;329;38;5106;6;0;0;0;0
06/02/202419:45;BP26;1000;50000;70000;10;30;1;50;50;9693;8;97;42;1780;9;0;0;1;0
06/02/202419:45;BP27;200;524288;650240;10;30;1;50;50;9067;113;227;41;2022;5;0;0;0;0
06/02/202419:45;BP28;200;524288;2097152;10;30;1;50;50;9246;103;1068;36;1838;1;0;0;0;0
06/02/202419:45;BP3;1200;524288;655360;10;30;5;50;50;9835;34;1716;31;8260;15;2;0;10;0
06/02/202419:45;BP4;126;290048;330240;10;30;5;50;50;9180;106;890;35;2739;5;0;0;0;0
06/02/202419:45;BP44;200;393216;1048576;80;30;1;50;50;9944;1;86;23;2217;0;0;0;0;0
06/02/202419:45;BP47;156;204800;819200;10;30;1;50;50;9952;0;105;14;151;0;0;0;0;0
06/02/202419:45;BP8;1600;50000;70000;80;30;1;50;50;9872;24;1262;27;2848;5;0;0;0;0
06/02/202420:00;BP0;24;60160;80128;10;30;5;50;50;8347;135;312;16;1045;4;1;0;0;0
06/02/202420:00;BP1;1600;524288;655360;80;30;5;50;50;9989;13;1115;26;18353;5;72;0;9;0
06/02/202420:00;BP11;600;1572864;3145728;80;30;1;50;50;9758;114;362;27;2175;3;1;0;3;0
06/02/202420:00;BP12;1600;100000;125000;10;30;1;50;50;9847;54;428;33;2288;3;1;0;2;0
06/02/202420:00;BP2;1600;524288;655360;10;30;5;50;50;9827;59;877;28;2829;17;19;0;4;0
06/02/202420:00;BP23;200;524288;1048576;50;30;1;50;50;8992;454;17;29;705;0;0;0;0;0
06/02/202420:00;BP24;200;524288;655360;50;30;1;50;50;6478;1725;187;32;3051;27;4;0;2;0
06/02/202420:00;BP25;200;524288;655360;80;30;5;50;50;8475;334;329;26;16108;61;3;0;1;0
06/02/202420:00;BP26;1000;50000;70000;10;30;1;50;50;9692;171;533;33;3288;54;3;0;2;0
06/02/202420:00;BP27;200;524288;650240;10;30;1;50;50;9025;398;227;30;2288;47;4;0;1;0
06/02/202420:00;BP28;200;524288;2097152;10;30;1;50;50;8655;1589;1068;45;1838;5;0;0;0;0
06/02/202420:00;BP3;1200;524288;655360;10;30;5;50;50;9833;84;889;39;8260;22;9;0;10;0
06/02/202420:00;BP4;126;290048;330240;10;30;5;50;50;9507;117;864;24;2739;34;2;0;1;0
06/02/202420:00;BP44;200;393216;1048576;80;30;1;50;50;9950;1;95;24;2217;0;0;0;0;0
06/02/202420:00;BP47;156;204800;819200;10;30;1;50;50;9952;0;105;14;151;0;0;0;0;0
06/02/202420:00;BP8;1600;50000;70000;80;30;1;50;50;9867;27;561;20;2848;40;78;0;7;0
06/02/202420:15;BP0;24;60160;80128;10;30;5;50;50;8719;35;344;15;235;1;0;0;0;0
06/02/202420:15;BP1;1600;524288;655360;80;30;5;50;50;9744;64;1115;22;2575;8;6;0;14;0
06/02/202420:15;BP11;600;1572864;3145728;80;30;1;50;50;9427;122;327;23;1184;3;0;0;3;0
06/02/202420:15;BP12;1600;100000;125000;10;30;1;50;50;9830;56;527;23;2288;2;1;0;2;0
06/02/202420:15;BP2;1600;524288;655360;10;30;5;50;50;9684;131;715;26;1593;7;1;0;4;0
06/02/202420:15;BP23;200;524288;1048576;50;30;1;50;50;9440;40;17;22;429;0;0;0;0;0
06/02/202420:15;BP24;200;524288;655360;50;30;1;50;50;7076;120;101;19;1522;24;1;0;1;0
06/02/202420:15;BP25;200;524288;655360;80;30;5;50;50;7697;309;26;22;299;0;0;0;0;0
06/02/202420:15;BP26;1000;50000;70000;10;30;1;50;50;9941;3;533;21;493;0;0;0;0;0
06/02/202420:15;BP27;200;524288;650240;10;30;1;50;50;9386;8;212;18;1494;22;1;0;1;0
06/02/202420:15;BP28;200;524288;2097152;10;30;1;50;50;9563;86;361;28;1018;0;0;0;0;0
06/02/202420:15;BP3;1200;524288;655360;10;30;5;50;50;9865;33;854;29;1983;12;4;0;8;0
06/02/202420:15;BP4;126;290048;330240;10;30;5;50;50;9874;21;864;23;2739;7;1;0;1;0
06/02/202420:15;BP44;200;393216;1048576;80;30;1;50;50;9940;1;196;25;462;0;0;0;0;0
06/02/202420:15;BP47;156;204800;819200;10;30;1;50;50;9952;0;105;14;151;0;0;0;0;0
06/02/202420:15;BP8;1600;50000;70000;80;30;1;50;50;9846;37;419;24;801;5;1;0;4;0
06/02/202420:30;BP0;24;60160;80128;10;30;5;50;50;9672;14;344;17;201;0;0;0;0;0
06/02/202420:30;BP1;1600;524288;655360;80;30;5;50;50;9940;17;1115;29;2204;5;1;24;6;0
06/02/202420:30;BP11;600;1572864;3145728;80;30;1;50;50;9684;77;422;26;3047;2;0;0;3;0
06/02/202420:30;BP12;1600;100000;125000;10;30;1;50;50;9888;29;433;24;2288;1;0;0;1;0
06/02/202420:30;BP2;1600;524288;655360;10;30;5;50;50;9428;28;873;17;1593;14;0;0;3;0
06/02/202420:30;BP23;200;524288;1048576;50;30;1;50;50;9155;91;17;26;444;0;0;0;0;0
06/02/202420:30;BP24;200;524288;655360;50;30;1;50;50;8048;455;50;26;389;1;0;0;0;0
06/02/202420:30;BP25;200;524288;655360;80;30;5;50;50;7777;310;38;22;1387;0;0;0;0;0
06/02/202420:30;BP26;1000;50000;70000;10;30;1;50;50;8727;99;533;21;354;0;0;0;0;0
06/02/202420:30;BP27;200;524288;650240;10;30;1;50;50;9226;115;212;23;1401;1;0;0;0;0
06/02/202420:30;BP28;200;524288;2097152;10;30;1;50;50;9489;103;361;27;714;0;0;0;0;0
06/02/202420:30;BP3;1200;524288;655360;10;30;5;50;50;9924;33;4764;28;1755;10;2;10;9;0
06/02/202420:30;BP4;126;290048;330240;10;30;5;50;50;9938;24;864;29;2739;2;1;0;0;0
06/02/202420:30;BP44;200;393216;1048576;80;30;1;50;50;9968;0;233;37;462;0;0;0;0;0
06/02/202420:30;BP47;156;204800;819200;10;30;1;50;50;9952;0;105;14;151;0;0;0;0;0
06/02/202420:30;BP8;1600;50000;70000;80;30;1;50;50;9672;99;387;29;2671;1;0;0;3;0
06/02/202420:45;BP0;24;60160;80128;10;30;5;50;50;9278;13;344;18;325;0;0;0;0;0
06/02/202420:45;BP1;1600;524288;655360;80;30;5;50;50;9938;14;1115;29;2285;7;1;35;7;0
06/02/202420:45;BP11;600;1572864;3145728;80;30;1;50;50;9650;91;414;26;1913;2;0;0;3;0
06/02/202420:45;BP12;1600;100000;125000;10;30;1;50;50;9908;19;1632;24;2288;1;0;0;2;0
06/02/202420:45;BP2;1600;524288;655360;10;30;5;50;50;9441;20;873;17;1593;14;0;0;3;0
06/02/202420:45;BP23;200;524288;1048576;50;30;1;50;50;9167;83;17;23;340;0;0;0;0;0
06/02/202420:45;BP24;200;524288;655360;50;30;1;50;50;8038;354;260;26;389;1;0;0;0;0
06/02/202420:45;BP25;200;524288;655360;80;30;5;50;50;7817;314;38;21;1387;0;0;0;0;0
06/02/202420:45;BP26;1000;50000;70000;10;30;1;50;50;9206;73;298;21;354;0;0;0;0;0
06/02/202420:45;BP27;200;524288;650240;10;30;1;50;50;9101;112;212;22;1401;1;0;0;0;0
06/02/202420:45;BP28;200;524288;2097152;10;30;1;50;50;9604;77;361;26;714;0;0;0;0;0
06/02/202420:45;BP3;1200;524288;655360;10;30;5;50;50;9878;47;1053;30;1254;11;2;0;9;0
06/02/202420:45;BP4;126;290048;330240;10;30;5;50;50;9931;20;864;24;2739;3;0;0;0;0
06/02/202420:45;BP44;200;393216;1048576;80;30;1;50;50;9949;0;233;24;462;0;0;0;0;0
06/02/202420:45;BP47;156;204800;819200;10;30;1;50;50;9716;0;510;14;281;5;0;0;0;0
06/02/202420:45;BP8;1600;50000;70000;80;30;1;50;50;9656;86;413;29;11651;1;0;0;2;0
06/02/202421:00;BP0;24;60160;80128;10;30;5;50;50;9166;121;344;21;325;0;0;0;0;0
06/02/202421:00;BP1;1600;524288;655360;80;30;5;50;50;9718;30;29563;20;46131;22;12;8;11;0
06/02/202421:00;BP11;600;1572864;3145728;80;30;1;50;50;9967;3;412;21;15354;9;1;0;2;0
06/02/202421:00;BP12;1600;100000;125000;10;30;1;50;50;9990;2;1632;22;1207;1;0;0;2;0
06/02/202421:00;BP2;1600;524288;655360;10;30;5;50;50;9881;12;2632;17;1593;17;6;0;3;0
06/02/202421:00;BP23;200;524288;1048576;50;30;1;50;50;9720;33;342;24;5124;0;0;0;0;0
06/02/202421:00;BP24;200;524288;655360;50;30;1;50;50;8151;329;43;25;389;1;0;0;0;0
06/02/202421:00;BP25;200;524288;655360;80;30;5;50;50;7761;265;51;22;1062;0;0;0;0;0
06/02/202421:00;BP26;1000;50000;70000;10;30;1;50;50;8698;141;188;22;1007;0;0;0;0;0
06/02/202421:00;BP27;200;524288;650240;10;30;1;50;50;9354;86;209;23;1401;1;0;0;0;0
06/02/202421:00;BP28;200;524288;2097152;10;30;1;50;50;9559;54;970;28;1069;1;0;0;0;0
06/02/202421:00;BP3;1200;524288;655360;10;30;5;50;50;9934;24;901;33;5952;9;3;0;7;0
06/02/202421:00;BP4;126;290048;330240;10;30;5;50;50;9956;2;1121;15;7410;25;6;1;1;0
06/02/202421:00;BP44;200;393216;1048576;80;30;1;50;50;9935;1;233;24;462;0;0;0;0;0
06/02/202421:00;BP47;156;204800;819200;10;30;1;50;50;9935;0;493;15;534;1;0;0;0;0
06/02/202421:00;BP8;1600;50000;70000;80;30;1;50;50;9589;232;1315;27;11651;2;12;1;1;0
06/02/202421:15;BP0;24;60160;80128;10;30;5;50;50;9257;53;344;20;311;0;0;0;0;0
06/02/202421:15;BP1;1600;524288;655360;80;30;5;50;50;9826;87;447;31;28479;2;1;0;2;0
06/02/202421:15;BP11;600;1572864;3145728;80;30;1;50;50;9807;7;5733;17;15354;7;0;0;1;0
06/02/202421:15;BP12;1600;100000;125000;10;30;1;50;50;9728;55;433;24;1207;1;0;0;2;0
06/02/202421:15;BP2;1600;524288;655360;10;30;5;50;50;8866;10;2632;15;1940;43;0;0;2;0
06/02/202421:15;BP23;200;524288;1048576;50;30;1;50;50;9785;15;342;21;5124;0;0;0;0;0
06/02/202421:15;BP24;200;524288;655360;50;30;1;50;50;8218;309;33;25;604;0;0;0;0;0
06/02/202421:15;BP25;200;524288;655360;80;30;5;50;50;7936;319;51;25;1062;0;0;0;0;0
06/02/202421:15;BP26;1000;50000;70000;10;30;1;50;50;8707;117;188;22;1007;0;0;0;0;0
06/02/202421:15;BP27;200;524288;650240;10;30;1;50;50;9229;107;209;22;556;1;0;0;0;0
06/02/202421:15;BP28;200;524288;2097152;10;30;1;50;50;9595;39;970;27;1069;1;0;0;0;0
06/02/202421:15;BP3;1200;524288;655360;10;30;5;50;50;9983;7;901;32;4682;9;2;0;8;0
06/02/202421:15;BP4;126;290048;330240;10;30;5;50;50;9989;0;1373;15;7410;14;1;0;1;0
06/02/202421:15;BP44;200;393216;1048576;80;30;1;50;50;9924;0;233;23;428;0;0;0;0;0
06/02/202421:15;BP47;156;204800;819200;10;30;1;50;50;9897;0;637;14;579;2;0;0;0;0
06/02/202421:15;BP8;1600;50000;70000;80;30;1;50;50;9935;17;221;27;11651;1;0;0;0;0
06/02/202421:30;BP0;24;60160;80128;10;30;5;50;50;9697;37;211;20;260;0;0;0;0;0
06/02/202421:30;BP1;1600;524288;655360;80;30;5;50;50;9855;33;447;20;1705;6;2;0;2;0
06/02/202421:30;BP11;600;1572864;3145728;80;30;1;50;50;9914;15;5733;16;15354;18;5;0;4;0
06/02/202421:30;BP12;1600;100000;125000;10;30;1;50;50;9747;58;433;24;501;1;0;0;1;0
06/02/202421:30;BP2;1600;524288;655360;10;30;5;50;50;7588;337;2632;16;2892;427;65;0;8;0
06/02/202421:30;BP23;200;524288;1048576;50;30;1;50;50;9772;17;342;21;5124;0;0;0;0;0
06/02/202421:30;BP24;200;524288;655360;50;30;1;50;50;8739;255;138;26;604;0;0;0;0;0
06/02/202421:30;BP25;200;524288;655360;80;30;5;50;50;8275;396;41;24;548;0;0;0;0;0
06/02/202421:30;BP26;1000;50000;70000;10;30;1;50;50;9099;73;174;21;531;0;0;0;0;0
06/02/202421:30;BP27;200;524288;650240;10;30;1;50;50;9218;127;135;23;1398;1;0;0;0;0
06/02/202421:30;BP28;200;524288;2097152;10;30;1;50;50;9613;50;970;28;1358;1;0;0;0;0
06/02/202421:30;BP3;1200;524288;655360;10;30;5;50;50;9962;18;901;31;3173;9;3;0;7;0
06/02/202421:30;BP4;126;290048;330240;10;30;5;50;50;9988;0;661;17;17746;14;1;0;2;0
06/02/202421:30;BP44;200;393216;1048576;80;30;1;50;50;9933;0;163;22;428;0;0;0;0;0
06/02/202421:30;BP47;156;204800;819200;10;30;1;50;50;9907;0;294;15;929;1;0;0;0;0
06/02/202421:30;BP8;1600;50000;70000;80;30;1;50;50;9554;255;218;29;11651;2;0;0;0;0
06/02/202421:45;BP0;24;60160;80128;10;30;5;50;50;9668;7;211;22;260;0;0;0;0;0
06/02/202421:45;BP1;1600;524288;655360;80;30;5;50;50;9760;49;461;26;1552;5;1;0;2;0
06/02/202421:45;BP11;600;1572864;3145728;80;30;1;50;50;9822;6;287;26;15354;4;0;0;3;0
06/02/202421:45;BP12;1600;100000;125000;10;30;1;50;50;9716;47;395;23;501;1;0;0;1;0
06/02/202421:45;BP2;1600;524288;655360;10;30;5;50;50;9500;14;2632;18;2693;18;0;0;1;0
06/02/202421:45;BP23;200;524288;1048576;50;30;1;50;50;9711;17;342;22;5124;0;0;0;0;0
06/02/202421:45;BP24;200;524288;655360;50;30;1;50;50;6747;235;138;22;540;1;0;0;0;0
06/02/202421:45;BP25;200;524288;655360;80;30;5;50;50;8244;275;11;25;270;0;0;0;0;0
06/02/202421:45;BP26;1000;50000;70000;10;30;1;50;50;9033;70;132;21;398;0;0;0;0;0
06/02/202421:45;BP27;200;524288;650240;10;30;1;50;50;8977;108;281;22;1398;1;0;0;0;0
06/02/202421:45;BP28;200;524288;2097152;10;30;1;50;50;9562;40;970;28;1358;1;0;0;0;0
06/02/202421:45;BP3;1200;524288;655360;10;30;5;50;50;9963;14;1153;31;3922;10;2;0;7;0
06/02/202421:45;BP4;126;290048;330240;10;30;5;50;50;9989;0;661;16;30351;14;1;0;2;0
06/02/202421:45;BP44;200;393216;1048576;80;30;1;50;50;9951;1;163;21;428;0;0;0;0;0
06/02/202421:45;BP47;156;204800;819200;10;30;1;50;50;9773;0;294;14;929;0;0;0;0;0
06/02/202421:45;BP8;1600;50000;70000;80;30;1;50;50;9732;93;218;27;11651;1;0;0;0;0
06/02/202422:00;BP0;24;60160;80128;10;30;5;50;50;9545;42;211;19;311;0;0;0;0;0
06/02/202422:00;BP1;1600;524288;655360;80;30;5;50;50;9843;88;2606;25;2115;13;17;0;5;0
06/02/202422:00;BP11;600;1572864;3145728;80;30;1;50;50;8312;74;359;17;15354;126;11;0;2;0
06/02/202422:00;BP12;1600;100000;125000;10;30;1;50;50;9855;51;395;28;501;1;0;0;1;0
06/02/202422:00;BP2;1600;524288;655360;10;30;5;50;50;9685;70;2632;19;13424;33;32;0;1;0
06/02/202422:00;BP23;200;524288;1048576;50;30;1;50;50;9620;27;342;21;5124;0;0;0;0;0
06/02/202422:00;BP24;200;524288;655360;50;30;1;50;50;8276;310;138;22;1400;11;2;0;1;0
06/02/202422:00;BP25;200;524288;655360;80;30;5;50;50;9843;13;126;20;369;1;0;0;0;0
06/02/202422:00;BP26;1000;50000;70000;10;30;1;50;50;9833;29;349;23;550;1;0;0;0;0
06/02/202422:00;BP27;200;524288;650240;10;30;1;50;50;9644;32;281;22;1661;5;1;0;1;0
06/02/202422:00;BP28;200;524288;2097152;10;30;1;50;50;9865;79;2039;21;1358;2;1;0;0;0
06/02/202422:00;BP3;1200;524288;655360;10;30;5;50;50;9689;58;1153;18;3922;87;12;0;7;0
06/02/202422:00;BP4;126;290048;330240;10;30;5;50;50;9937;3;1215;17;7909;82;5;0;1;0
06/02/202422:00;BP44;200;393216;1048576;80;30;1;50;50;9968;1;177;30;564;0;0;0;0;0
06/02/202422:00;BP47;156;204800;819200;10;30;1;50;50;9677;0;294;15;1017;5;0;0;0;0
06/02/202422:00;BP8;1600;50000;70000;80;30;1;50;50;9795;62;260;27;962;2;3;0;1;0
06/02/202422:15;BP0;24;60160;80128;10;30;5;50;50;9411;45;211;21;1095;0;0;0;0;0
06/02/202422:15;BP1;1600;524288;655360;80;30;5;50;50;9941;29;469;27;1088;2;1;0;3;0
06/02/202422:15;BP11;600;1572864;3145728;80;30;1;50;50;9867;15;575;20;3026;2;0;0;1;0
06/02/202422:15;BP12;1600;100000;125000;10;30;1;50;50;9769;42;714;22;642;1;0;0;1;0
06/02/202422:15;BP2;1600;524288;655360;10;30;5;50;50;9203;11;451;13;13424;75;18;0;1;0
06/02/202422:15;BP23;200;524288;1048576;50;30;1;50;50;9268;25;108;24;4931;0;0;0;0;0
06/02/202422:15;BP24;200;524288;655360;50;30;1;50;50;7853;274;138;32;18882;1;0;0;0;0
06/02/202422:15;BP25;200;524288;655360;80;30;5;50;50;7936;313;49;27;1096;0;0;0;0;0
06/02/202422:15;BP26;1000;50000;70000;10;30;1;50;50;8686;46;349;23;550;1;0;0;0;0
06/02/202422:15;BP27;200;524288;650240;10;30;1;50;50;9445;83;127;26;1412;1;0;0;0;0
06/02/202422:15;BP28;200;524288;2097152;10;30;1;50;50;9821;25;143;23;1358;0;0;0;0;0
06/02/202422:15;BP3;1200;524288;655360;10;30;5;50;50;9948;19;1153;30;1009;7;3;0;5;0
06/02/202422:15;BP4;126;290048;330240;10;30;5;50;50;9979;1;661;20;1433;8;0;0;0;0
06/02/202422:15;BP44;200;393216;1048576;80;30;1;50;50;9972;0;177;29;656;0;0;0;0;0
06/02/202422:15;BP47;156;204800;819200;10;30;1;50;50;9994;0;2206;15;163;0;0;0;0;0
06/02/202422:15;BP8;1600;50000;70000;80;30;1;50;50;9411;62;2542;27;2261;6;0;0;0;0
06/02/202422:30;BP0;24;60160;80128;10;30;5;50;50;8815;61;281;16;218;0;0;0;0;0
06/02/202422:30;BP1;1600;524288;655360;80;30;5;50;50;9845;58;1335;24;4466;3;4;0;2;0
06/02/202422:30;BP11;600;1572864;3145728;80;30;1;50;50;9722;38;455;21;3026;2;0;0;1;0
06/02/202422:30;BP12;1600;100000;125000;10;30;1;50;50;9326;10;410;13;1397;20;8;4;2;0
06/02/202422:30;BP2;1600;524288;655360;10;30;5;50;50;9984;6;451;28;13424;7;0;0;1;0
06/02/202422:30;BP23;200;524288;1048576;50;30;1;50;50;8733;369;22;24;4931;1;0;0;0;0
06/02/202422:30;BP24;200;524288;655360;50;30;1;50;50;8243;383;138;31;1008;1;0;0;0;0
06/02/202422:30;BP25;200;524288;655360;80;30;5;50;50;7444;370;49;585;1029128;0;0;0;0;0
06/02/202422:30;BP26;1000;50000;70000;10;30;1;50;50;8816;156;349;24;585;1;0;0;0;0
06/02/202422:30;BP27;200;524288;650240;10;30;1;50;50;9530;99;106;28;4082;1;0;0;0;0
06/02/202422:30;BP28;200;524288;2097152;10;30;1;50;50;9671;83;143;23;1358;1;0;0;0;0
06/02/202422:30;BP3;1200;524288;655360;10;30;5;50;50;9933;29;1248;30;2447;8;4;1;4;0
06/02/202422:30;BP4;126;290048;330240;10;30;5;50;50;8866;874;661;27;3556;6;0;0;0;0
06/02/202422:30;BP44;200;393216;1048576;80;30;1;50;50;9931;0;344;23;564;0;0;0;0;0
06/02/202422:30;BP47;156;204800;819200;10;30;1;50;50;9890;0;95;14;163;0;0;0;0;0
06/02/202422:30;BP8;1600;50000;70000;80;30;1;50;50;9752;152;2542;29;2261;12;2;1;0;0
06/02/202422:45;BP0;24;60160;80128;10;30;5;50;50;8559;10;281;12;202;2;0;0;0;0
06/02/202422:45;BP1;1600;524288;655360;80;30;5;50;50;9856;71;1335;27;4466;2;1;0;1;0
06/02/202422:45;BP11;600;1572864;3145728;80;30;1;50;50;9797;26;523;22;3026;1;0;0;1;0
06/02/202422:45;BP12;1600;100000;125000;10;30;1;50;50;9147;17;143;13;551;11;5;2;1;0
06/02/202422:45;BP2;1600;524288;655360;10;30;5;50;50;9874;14;451;26;13424;5;1;0;1;0
06/02/202422:45;BP23;200;524288;1048576;50;30;1;50;50;9373;16;68;19;4931;0;0;0;0;0
06/02/202422:45;BP24;200;524288;655360;50;30;1;50;50;8920;35;110;34;1684;2;0;0;0;0
06/02/202422:45;BP25;200;524288;655360;80;30;5;50;50;6102;234;49;30;576;1;0;0;0;0
06/02/202422:45;BP26;1000;50000;70000;10;30;1;50;50;8094;22;349;24;1308;2;0;0;0;0
06/02/202422:45;BP27;200;524288;650240;10;30;1;50;50;9728;13;112;31;4082;2;0;0;0;0
06/02/202422:45;BP28;200;524288;2097152;10;30;1;50;50;9675;16;726;29;46982;1;0;0;0;0
06/02/202422:45;BP3;1200;524288;655360;10;30;5;50;50;9901;24;701;34;3852;5;1;0;3;0
06/02/202422:45;BP4;126;290048;330240;10;30;5;50;50;9305;171;427;24;444;1;0;0;0;0
06/02/202422:45;BP44;200;393216;1048576;80;30;1;50;50;9959;0;344;23;564;0;0;0;0;0
06/02/202422:45;BP47;156;204800;819200;10;30;1;50;50;9890;0;95;14;163;0;0;0;0;0
06/02/202422:45;BP8;1600;50000;70000;80;30;1;50;50;9721;49;2542;20;3141;5;0;0;0;0
06/02/202423:00;BP0;24;60160;80128;10;30;5;50;50;9683;7;281;17;549;0;0;0;0;0
06/02/202423:00;BP1;1600;524288;655360;80;30;5;50;50;9981;7;362;24;864;2;34;0;1;0
06/02/202423:00;BP11;600;1572864;3145728;80;30;1;50;50;9955;9;590;26;3026;1;1;0;1;0
06/02/202423:00;BP12;1600;100000;125000;10;30;1;50;50;9989;1;793;19;534;1;0;0;1;0
06/02/202423:00;BP2;1600;524288;655360;10;30;5;50;50;9985;4;1523;16;13424;28;156;0;3;0
06/02/202423:00;BP23;200;524288;1048576;50;30;1;50;50;9973;0;68;16;4931;1;0;0;0;0
06/02/202423:00;BP24;200;524288;655360;50;30;1;50;50;4754;1259;380;25;18878;82;3;0;2;0
06/02/202423:00;BP25;200;524288;655360;80;30;5;50;50;4852;2789;58;32;856;1;0;0;0;0
06/02/202423:00;BP26;1000;50000;70000;10;30;1;50;50;8731;96;355;18;2328;43;2;0;2;0
06/02/202423:00;BP27;200;524288;650240;10;30;1;50;50;9421;56;106;19;33288;27;1;0;1;0
06/02/202423:00;BP28;200;524288;2097152;10;30;1;50;50;9332;89;726;26;46982;1;0;0;0;0
06/02/202423:00;BP3;1200;524288;655360;10;30;5;50;50;9843;35;466;31;10684;7;1;0;4;0
06/02/202423:00;BP4;126;290048;330240;10;30;5;50;50;9254;169;427;24;502;1;0;0;0;0
06/02/202423:00;BP44;200;393216;1048576;80;30;1;50;50;9941;0;344;23;564;0;0;0;0;0
06/02/202423:00;BP47;156;204800;819200;10;30;1;50;50;9833;0;476;14;927;3;0;0;0;0
06/02/202423:00;BP8;1600;50000;70000;80;30;1;50;50;9933;43;615;37;20960;4;5;0;0;0
06/02/202423:15;BP0;24;60160;80128;10;30;5;50;50;9739;3;281;16;549;1;0;0;0;0
06/02/202423:15;BP1;1600;524288;655360;80;30;5;50;50;9832;73;280;25;13142;1;0;0;1;0
06/02/202423:15;BP11;600;1572864;3145728;80;30;1;50;50;9756;45;325;21;556;1;0;0;1;0
06/02/202423:15;BP12;1600;100000;125000;10;30;1;50;50;9971;4;223;20;534;1;3;0;1;0
06/02/202423:15;BP2;1600;524288;655360;10;30;5;50;50;9981;4;1523;15;2441;40;197;0;4;0
06/02/202423:15;BP23;200;524288;1048576;50;30;1;50;50;9941;7;11;19;458;0;0;0;0;0
06/02/202423:15;BP24;200;524288;655360;50;30;1;50;50;6138;214;78;18;23170;91;3;0;1;0
06/02/202423:15;BP25;200;524288;655360;80;30;5;50;50;6215;254;58;30;856;0;0;0;0;0
06/02/202423:15;BP26;1000;50000;70000;10;30;1;50;50;9427;32;355;22;1308;1;0;0;0;0
06/02/202423:15;BP27;200;524288;650240;10;30;1;50;50;9057;74;30;18;21661;76;3;0;1;0
06/02/202423:15;BP28;200;524288;2097152;10;30;1;50;50;9436;27;726;29;46982;1;0;0;0;0
06/02/202423:15;BP3;1200;524288;655360;10;30;5;50;50;9876;29;466;30;1101;4;1;0;3;0
06/02/202423:15;BP4;126;290048;330240;10;30;5;50;50;9135;186;365;21;807;1;0;0;0;0
06/02/202423:15;BP44;200;393216;1048576;80;30;1;50;50;9868;0;344;25;218;0;0;0;0;0
06/02/202423:15;BP47;156;204800;819200;10;30;1;50;50;9884;0;274;13;292;0;0;0;0;0
06/02/202423:15;BP8;1600;50000;70000;80;30;1;50;50;9844;25;818;21;20960;10;13;0;3;0
06/02/202423:30;BP0;24;60160;80128;10;30;5;50;50;9610;10;281;16;549;1;0;0;0;0
06/02/202423:30;BP1;1600;524288;655360;80;30;5;50;50;9792;67;280;25;13142;2;1;0;1;0
06/02/202423:30;BP11;600;1572864;3145728;80;30;1;50;50;9748;36;325;20;556;1;0;0;1;0
06/02/202423:30;BP12;1600;100000;125000;10;30;1;50;50;9988;2;224;22;916;0;2;0;2;0
06/02/202423:30;BP2;1600;524288;655360;10;30;5;50;50;9613;70;1523;21;3036;68;21;0;3;0
06/02/202423:30;BP23;200;524288;1048576;50;30;1;50;50;9894;6;225;21;430;0;0;0;0;0
06/02/202423:30;BP24;200;524288;655360;50;30;1;50;50;6469;10;45;16;36802;105;4;0;2;0
06/02/202423:30;BP25;200;524288;655360;80;30;5;50;50;5800;269;58;30;856;1;0;0;0;0
06/02/202423:30;BP26;1000;50000;70000;10;30;1;50;50;9501;16;355;28;1308;0;0;0;0;0
06/02/202423:30;BP27;200;524288;650240;10;30;1;50;50;9210;25;38;17;29096;80;3;0;2;0
06/02/202423:30;BP28;200;524288;2097152;10;30;1;50;50;9217;17;726;31;46982;1;0;0;0;0
06/02/202423:30;BP3;1200;524288;655360;10;30;5;50;50;9823;42;662;33;1101;5;1;0;3;0
06/02/202423:30;BP4;126;290048;330240;10;30;5;50;50;9953;11;196;23;393;1;2;0;0;0
06/02/202423:30;BP44;200;393216;1048576;80;30;1;50;50;9974;0;344;36;218;0;0;0;0;0
06/02/202423:30;BP47;156;204800;819200;10;30;1;50;50;9764;0;775;12;513;7;0;0;0;0
06/02/202423:30;BP8;1600;50000;70000;80;30;1;50;50;9870;11;530;20;20960;8;14;0;5;0
06/02/202423:45;BP0;24;60160;80128;10;30;5;50;50;9496;7;272;16;549;1;0;0;0;0
06/02/202423:45;BP1;1600;524288;655360;80;30;5;50;50;9825;95;358;27;717;1;0;0;1;0
06/02/202423:45;BP11;600;1572864;3145728;80;30;1;50;50;9851;17;325;19;556;1;0;0;1;0
06/02/202423:45;BP12;1600;100000;125000;10;30;1;50;50;9767;23;164;28;664;0;0;0;0;0
