DATE;BP;VPSIZE;VPSIZEMIN;VPSIZEMAX;VPSEQT;DWQT;VDWQT;VPPSEQT;VPXPSEQT;HITRATIO;MISSRATIO;MAX_ASYNC_IO_DLY_MS;SYNC_IO_DLY_MS;MAX_SYNC_IO_DLY_MS;SYNC_IO_S;NON-DCRYPY_RD_MBS;NON_ENCRYP_WRT_MBS;PG_USED_BP_GB;CHG_PG_WRT_GB
01/02/202420:30;BP12;1600;100000;125000;10;30;1;50;50;9795;33;722;24;24610;1;0;0;2;0
01/02/202420:30;BP2;1600;524288;655360;10;30;5;50;50;9750;60;398;25;1062;2;0;0;3;0
01/02/202420:30;BP23;200;524288;1048576;50;30;1;50;50;9396;69;13;21;340;0;0;0;0;0
01/02/202420:30;BP24;200;524288;655360;50;30;1;50;50;8527;364;49;29;766;0;0;0;0;0
01/02/202420:30;BP25;200;524288;655360;80;30;5;50;50;7821;315;41;21;259;0;0;0;0;0
01/02/202420:30;BP26;1000;50000;70000;10;30;1;50;50;8706;88;46;20;736;0;0;0;0;0
01/02/202420:30;BP27;200;524288;650240;10;30;1;50;50;9373;130;113;26;474;1;0;0;0;0
01/02/202420:30;BP28;200;524288;2097152;10;30;1;50;50;9416;120;8;29;3869;0;0;0;0;0
01/02/202420:30;BP3;1200;524288;655360;10;30;5;50;50;9879;37;12906;32;1211;7;2;0;8;0
01/02/202420:30;BP4;126;290048;330240;10;30;5;50;50;9990;4;12115;34;401;0;0;0;0;0
01/02/202420:30;BP44;200;393216;1048576;80;30;1;50;50;9958;1;121;43;527;0;0;0;0;0
01/02/202420:30;BP8;1600;50000;70000;80;30;1;50;50;9845;50;1590;30;3982;1;0;0;0;0
01/02/202420:45;BP0;24;60160;80128;10;30;5;50;50;9721;44;61;24;228;0;0;0;0;0
01/02/202420:45;BP1;1600;524288;655360;80;30;5;50;50;9740;103;381;25;5486;3;1;0;5;0
01/02/202420:45;BP11;600;1572864;3145728;80;30;1;50;50;9353;79;1290;21;12892;1;0;0;2;0
01/02/202420:45;BP12;1600;100000;125000;10;30;1;50;50;9821;22;722;23;8100;1;0;0;2;0
01/02/202420:45;BP2;1600;524288;655360;10;30;5;50;50;9854;23;794;23;1886;2;0;0;2;0
01/02/202420:45;BP23;200;524288;1048576;50;30;1;50;50;9405;67;13;24;285;0;0;0;0;0
01/02/202420:45;BP24;200;524288;655360;50;30;1;50;50;8950;257;187;28;766;0;0;0;0;0
01/02/202420:45;BP25;200;524288;655360;80;30;5;50;50;7917;286;13;21;337;0;0;0;0;0
01/02/202420:45;BP26;1000;50000;70000;10;30;1;50;50;9430;40;3;19;419;0;0;0;0;0
01/02/202420:45;BP27;200;524288;650240;10;30;1;50;50;9791;40;158;29;23488;1;0;0;0;0
01/02/202420:45;BP28;200;524288;2097152;10;30;1;50;50;9395;121;11;28;3869;0;0;0;0;0
01/02/202420:45;BP3;1200;524288;655360;10;30;5;50;50;9876;36;12906;29;8420;8;1;0;8;0
01/02/202420:45;BP4;126;290048;330240;10;30;5;50;50;9974;9;12115;29;634;1;0;0;0;0
01/02/202420:45;BP44;200;393216;1048576;80;30;1;50;50;9894;1;255;31;553;0;0;0;0;0
01/02/202420:45;BP8;1600;50000;70000;80;30;1;50;50;9658;77;287;29;1400;1;0;0;0;0
01/02/202421:00;BP0;24;60160;80128;10;30;5;50;50;9596;65;295;20;272;0;0;0;0;0
01/02/202421:00;BP1;1600;524288;655360;80;30;5;50;50;8631;242;381;19;1406;29;9;0;4;0
01/02/202421:00;BP11;600;1572864;3145728;80;30;1;50;50;8996;214;3877;26;12892;2;0;0;3;0
01/02/202421:00;BP12;1600;100000;125000;10;30;1;50;50;9972;3;199;22;836;1;0;0;2;0
01/02/202421:00;BP2;1600;524288;655360;10;30;5;50;50;9947;9;794;22;1306;4;1;0;3;0
01/02/202421:00;BP23;200;524288;1048576;50;30;1;50;50;9080;77;13;24;561;0;0;0;0;0
01/02/202421:00;BP24;200;524288;655360;50;30;1;50;50;9114;243;48;28;997;0;0;0;0;0
01/02/202421:00;BP25;200;524288;655360;80;30;5;50;50;8008;199;17;21;1235;0;0;0;0;0
01/02/202421:00;BP26;1000;50000;70000;10;30;1;50;50;8450;111;4;20;419;0;0;0;0;0
01/02/202421:00;BP27;200;524288;650240;10;30;1;50;50;9661;62;189;25;23488;1;0;0;0;0
01/02/202421:00;BP28;200;524288;2097152;10;30;1;50;50;9408;87;8;26;3869;0;0;0;0;0
01/02/202421:00;BP3;1200;524288;655360;10;30;5;50;50;9878;37;12906;30;1211;7;2;0;7;0
01/02/202421:00;BP4;126;290048;330240;10;30;5;50;50;9936;17;12115;24;9981;2;0;0;0;0
01/02/202421:00;BP44;200;393216;1048576;80;30;1;50;50;9844;1;55;21;278;0;0;0;0;0
01/02/202421:00;BP8;1600;50000;70000;80;30;1;50;50;9795;69;367;25;971;2;0;0;1;0
01/02/202421:15;BP0;24;60160;80128;10;30;5;50;50;9783;16;12;21;173;0;0;0;0;0
01/02/202421:15;BP1;1600;524288;655360;80;30;5;50;50;9757;119;496;28;1107;3;1;0;3;0
01/02/202421:15;BP11;600;1572864;3145728;80;30;1;50;50;8919;243;3877;25;12892;2;0;0;3;0
01/02/202421:15;BP12;1600;100000;125000;10;30;1;50;50;9936;8;229;23;573;1;0;0;2;0
01/02/202421:15;BP2;1600;524288;655360;10;30;5;50;50;9626;54;794;20;1123;4;0;0;3;0
01/02/202421:15;BP23;200;524288;1048576;50;30;1;50;50;8831;120;13;21;285;0;0;0;0;0
01/02/202421:15;BP24;200;524288;655360;50;30;1;50;50;8458;483;47;29;456;0;0;0;0;0
01/02/202421:15;BP25;200;524288;655360;80;30;5;50;50;7907;273;11;22;1235;0;0;0;0;0
01/02/202421:15;BP26;1000;50000;70000;10;30;1;50;50;8290;159;4;21;419;0;0;0;0;0
01/02/202421:15;BP27;200;524288;650240;10;30;1;50;50;9372;101;42;24;1053;1;0;0;0;0
01/02/202421:15;BP28;200;524288;2097152;10;30;1;50;50;9376;91;2;23;3869;0;0;0;0;0
01/02/202421:15;BP3;1200;524288;655360;10;30;5;50;50;9900;28;4757;30;1314;7;1;0;8;0
01/02/202421:15;BP4;126;290048;330240;10;30;5;50;50;9940;17;12115;24;9981;2;0;0;0;0
01/02/202421:15;BP44;200;393216;1048576;80;30;1;50;50;9838;1;110;21;225;0;0;0;0;0
01/02/202421:15;BP8;1600;50000;70000;80;30;1;50;50;9710;62;532;26;1481;1;0;0;0;0
01/02/202421:30;BP0;24;60160;80128;10;30;5;50;50;9513;65;80;20;172;0;0;0;0;0
01/02/202421:30;BP1;1600;524288;655360;80;30;5;50;50;9789;106;496;28;1248;3;1;0;3;0
01/02/202421:30;BP11;600;1572864;3145728;80;30;1;50;50;8998;145;140;22;12892;3;0;0;3;0
01/02/202421:30;BP12;1600;100000;125000;10;30;1;50;50;9992;1;396;24;573;1;0;0;2;0
01/02/202421:30;BP2;1600;524288;655360;10;30;5;50;50;9793;33;794;24;528;2;0;0;2;0
01/02/202421:30;BP23;200;524288;1048576;50;30;1;50;50;8991;54;13;20;270;0;0;0;0;0
01/02/202421:30;BP24;200;524288;655360;50;30;1;50;50;8478;268;64;27;421;0;0;0;0;0
01/02/202421:30;BP25;200;524288;655360;80;30;5;50;50;7806;320;13;22;917;0;0;0;0;0
01/02/202421:30;BP26;1000;50000;70000;10;30;1;50;50;8238;81;0;20;681;0;0;0;0;0
01/02/202421:30;BP27;200;524288;650240;10;30;1;50;50;9458;97;117;25;838;1;0;0;0;0
01/02/202421:30;BP28;200;524288;2097152;10;30;1;50;50;9789;26;14;24;467;0;0;0;0;0
01/02/202421:30;BP3;1200;524288;655360;10;30;5;50;50;9871;41;4757;33;2580;7;1;0;8;0
01/02/202421:30;BP4;126;290048;330240;10;30;5;50;50;9605;132;618;27;9981;2;0;0;0;0
01/02/202421:30;BP44;200;393216;1048576;80;30;1;50;50;9937;4;144;32;387;0;0;0;0;0
01/02/202421:30;BP8;1600;50000;70000;80;30;1;50;50;9562;143;82082;27;1481;1;0;0;0;0
01/02/202421:45;BP0;24;60160;80128;10;30;5;50;50;9589;4;80;15;64;0;0;0;0;0
01/02/202421:45;BP1;1600;524288;655360;80;30;5;50;50;9806;98;458;28;1756;3;1;0;3;0
01/02/202421:45;BP11;600;1572864;3145728;80;30;1;50;50;8717;177;268;22;837;2;0;0;3;0
01/02/202421:45;BP12;1600;100000;125000;10;30;1;50;50;9890;14;241;22;677;1;0;0;2;0
01/02/202421:45;BP2;1600;524288;655360;10;30;5;50;50;9921;17;794;25;1218;2;0;0;2;0
01/02/202421:45;BP23;200;524288;1048576;50;30;1;50;50;9270;39;10;19;450;0;0;0;0;0
01/02/202421:45;BP24;200;524288;655360;50;30;1;50;50;8586;257;88;25;3770;0;0;0;0;0
01/02/202421:45;BP25;200;524288;655360;80;30;5;50;50;7719;328;13;22;917;0;0;0;0;0
01/02/202421:45;BP26;1000;50000;70000;10;30;1;50;50;8358;86;0;19;681;0;0;0;0;0
01/02/202421:45;BP27;200;524288;650240;10;30;1;50;50;9336;106;203;23;838;1;0;0;0;0
01/02/202421:45;BP28;200;524288;2097152;10;30;1;50;50;9375;79;6;26;415;0;0;0;0;0
01/02/202421:45;BP3;1200;524288;655360;10;30;5;50;50;9772;64;385;29;2032;7;1;0;7;0
01/02/202421:45;BP4;126;290048;330240;10;30;5;50;50;9211;212;618;25;9981;1;0;0;0;0
01/02/202421:45;BP44;200;393216;1048576;80;30;1;50;50;9853;0;0;23;100;0;0;0;0;0
01/02/202421:45;BP8;1600;50000;70000;80;30;1;50;50;9851;33;570;28;1481;1;0;0;0;0
01/02/202422:00;BP0;24;60160;80128;10;30;5;50;50;9599;18;140;17;140;0;0;0;0;0
01/02/202422:00;BP1;1600;524288;655360;80;30;5;50;50;9833;22;346;18;2621;9;1;0;3;0
01/02/202422:00;BP11;600;1572864;3145728;80;30;1;50;50;9012;138;67;23;888;2;0;0;3;0
01/02/202422:00;BP12;1600;100000;125000;10;30;1;50;50;9864;27;136;35;38528;1;0;0;1;0
01/02/202422:00;BP2;1600;524288;655360;10;30;5;50;50;9784;25;429;21;66218;7;0;0;3;0
01/02/202422:00;BP23;200;524288;1048576;50;30;1;50;50;8817;63;10;19;464;0;0;0;0;0
01/02/202422:00;BP24;200;524288;655360;50;30;1;50;50;6206;486;93;20;9355;2;0;0;0;0
01/02/202422:00;BP25;200;524288;655360;80;30;5;50;50;7894;392;14;23;917;0;0;0;0;0
01/02/202422:00;BP26;1000;50000;70000;10;30;1;50;50;8538;92;4;20;681;0;0;0;0;0
01/02/202422:00;BP27;200;524288;650240;10;30;1;50;50;9250;54;295;19;1094;1;0;0;0;0
01/02/202422:00;BP28;200;524288;2097152;10;30;1;50;50;9584;54;8;24;415;0;0;0;0;0
01/02/202422:00;BP3;1200;524288;655360;10;30;5;50;50;9804;44;385;27;18321;8;1;0;7;0
01/02/202422:00;BP4;126;290048;330240;10;30;5;50;50;9013;371;318;28;9981;1;0;0;0;0
01/02/202422:00;BP44;200;393216;1048576;80;30;1;50;50;9108;0;0;16;113;0;0;0;0;0
01/02/202422:00;BP8;1600;50000;70000;80;30;1;50;50;9221;244;1124;25;1481;1;0;0;0;0
01/02/202422:15;BP0;24;60160;80128;10;30;5;50;50;9891;2;0;18;181;0;0;0;0;0
01/02/202422:15;BP1;1600;524288;655360;80;30;5;50;50;9906;30;224;23;1728;3;1;0;3;0
01/02/202422:15;BP11;600;1572864;3145728;80;30;1;50;50;9769;36;474;22;756;1;0;0;3;0
01/02/202422:15;BP12;1600;100000;125000;10;30;1;50;50;9933;8;287;22;680;0;0;0;1;0
01/02/202422:15;BP2;1600;524288;655360;10;30;5;50;50;9744;30;418;21;8652;4;0;0;2;0
01/02/202422:15;BP23;200;524288;1048576;50;30;1;50;50;8574;57;10;19;464;0;0;0;0;0
01/02/202422:15;BP24;200;524288;655360;50;30;1;50;50;5384;263;15;19;2988;2;0;0;0;0
01/02/202422:15;BP25;200;524288;655360;80;30;5;50;50;7897;360;6;31;8795;0;0;0;0;0
01/02/202422:15;BP26;1000;50000;70000;10;30;1;50;50;8168;106;3;21;681;0;0;0;0;0
01/02/202422:15;BP27;200;524288;650240;10;30;1;50;50;9014;63;6;19;1094;1;0;0;0;0
01/02/202422:15;BP28;200;524288;2097152;10;30;1;50;50;9446;63;0;25;417;0;0;0;0;0
01/02/202422:15;BP3;1200;524288;655360;10;30;5;50;50;9820;48;354;35;18863;6;1;0;6;0
01/02/202422:15;BP4;126;290048;330240;10;30;5;50;50;8470;241;318;19;1014;2;0;0;0;0
01/02/202422:15;BP44;200;393216;1048576;80;30;1;50;50;9960;0;70;53;186;0;0;0;0;0
01/02/202422:15;BP8;1600;50000;70000;80;30;1;50;50;9589;65;532;22;606;1;0;0;1;0
01/02/202422:30;BP0;24;60160;80128;10;30;5;50;50;9488;10;29;14;64;0;0;0;0;0
01/02/202422:30;BP1;1600;524288;655360;80;30;5;50;50;9760;88;219;24;1062;2;1;0;2;0
01/02/202422:30;BP11;600;1572864;3145728;80;30;1;50;50;8942;173;284;24;594;1;0;0;2;0
01/02/202422:30;BP12;1600;100000;125000;10;30;1;50;50;9663;31;66;21;821;0;0;0;1;0
01/02/202422:30;BP2;1600;524288;655360;10;30;5;50;50;9819;27;418;22;1496;2;0;0;2;0
01/02/202422:30;BP23;200;524288;1048576;50;30;1;50;50;8802;32;10;18;464;0;0;0;0;0
01/02/202422:30;BP24;200;524288;655360;50;30;1;50;50;9290;131;103;25;589;0;0;0;0;0
01/02/202422:30;BP25;200;524288;655360;80;30;5;50;50;7997;344;12;24;342;0;0;0;0;0
01/02/202422:30;BP26;1000;50000;70000;10;30;1;50;50;7903;135;3;19;681;0;0;0;0;0
01/02/202422:30;BP27;200;524288;650240;10;30;1;50;50;9796;40;5;25;1920;0;0;0;0;0
01/02/202422:30;BP28;200;524288;2097152;10;30;1;50;50;9422;55;0;25;13720;0;0;0;0;0
01/02/202422:30;BP3;1200;524288;655360;10;30;5;50;50;9790;62;654;32;2032;5;2;0;6;0
01/02/202422:30;BP4;126;290048;330240;10;30;5;50;50;9075;346;48;28;880;1;0;0;0;0
01/02/202422:30;BP44;200;393216;1048576;80;30;1;50;50;9574;0;0;40;196;0;0;0;0;0
01/02/202422:30;BP8;1600;50000;70000;80;30;1;50;50;9943;29;303;32;1268;0;0;0;0;0
01/02/202422:45;BP0;24;60160;80128;10;30;5;50;50;9469;10;29;15;109;0;0;0;0;0
01/02/202422:45;BP1;1600;524288;655360;80;30;5;50;50;9583;91;590;20;847;3;1;0;2;0
01/02/202422:45;BP11;600;1572864;3145728;80;30;1;50;50;8894;172;1681;23;1004;1;0;0;3;0
01/02/202422:45;BP12;1600;100000;125000;10;30;1;50;50;9787;24;66;21;821;0;0;0;1;0
01/02/202422:45;BP2;1600;524288;655360;10;30;5;50;50;9835;33;418;25;1496;1;0;0;2;0
01/02/202422:45;BP23;200;524288;1048576;50;30;1;50;50;7859;47;0;17;464;0;0;0;0;0
01/02/202422:45;BP24;200;524288;655360;50;30;1;50;50;9499;72;103;23;589;0;0;0;0;0
01/02/202422:45;BP25;200;524288;655360;80;30;5;50;50;7820;390;15;24;342;0;0;0;0;0
01/02/202422:45;BP26;1000;50000;70000;10;30;1;50;50;7844;146;0;19;405;0;0;0;0;0
01/02/202422:45;BP27;200;524288;650240;10;30;1;50;50;9783;43;334;27;1920;0;0;0;0;0
01/02/202422:45;BP28;200;524288;2097152;10;30;1;50;50;9405;51;7;34;13720;0;0;0;0;0
01/02/202422:45;BP3;1200;524288;655360;10;30;5;50;50;9774;36;902;26;14397;8;3;0;6;0
01/02/202422:45;BP4;126;290048;330240;10;30;5;50;50;8804;322;945;25;473;1;0;0;0;0
01/02/202422:45;BP44;200;393216;1048576;80;30;1;50;50;9959;0;0;74;322;0;0;0;0;0
01/02/202422:45;BP8;1600;50000;70000;80;30;1;50;50;9833;22;303;21;451;0;0;0;0;0
01/02/202423:00;BP0;24;60160;80128;10;30;5;50;50;9683;1;29;15;56;0;0;0;0;0
01/02/202423:00;BP1;1600;524288;655360;80;30;5;50;50;9790;131;590;30;736;1;0;0;2;0
01/02/202423:00;BP11;600;1572864;3145728;80;30;1;50;50;8789;282;139;28;2360;1;0;0;3;0
01/02/202423:00;BP12;1600;100000;125000;10;30;1;50;50;9929;8;113;28;890;0;0;0;1;0
01/02/202423:00;BP2;1600;524288;655360;10;30;5;50;50;9804;37;418;25;4655;1;0;0;2;0
01/02/202423:00;BP23;200;524288;1048576;50;30;1;50;50;8298;46;0;18;158;0;0;0;0;0
01/02/202423:00;BP24;200;524288;655360;50;30;1;50;50;8635;279;103;25;314;0;0;0;0;0
01/02/202423:00;BP25;200;524288;655360;80;30;5;50;50;7807;349;27;24;259;0;0;0;0;0
01/02/202423:00;BP26;1000;50000;70000;10;30;1;50;50;7883;204;0;21;183;0;0;0;0;0
01/02/202423:00;BP27;200;524288;650240;10;30;1;50;50;9301;98;7;23;545;0;0;0;0;0
01/02/202423:00;BP28;200;524288;2097152;10;30;1;50;50;9396;63;6;26;13720;0;0;0;0;0
01/02/202423:00;BP3;1200;524288;655360;10;30;5;50;50;9709;103;488;40;14397;4;1;0;5;0
01/02/202423:00;BP4;126;290048;330240;10;30;5;50;50;8421;633;66;29;473;1;0;0;0;0
01/02/202423:00;BP44;200;393216;1048576;80;30;1;50;50;9435;9;0;21;134;0;0;0;0;0
01/02/202423:00;BP8;1600;50000;70000;80;30;1;50;50;8405;371;297;22;451;0;0;0;0;0
01/02/202423:15;BP0;24;60160;80128;10;30;5;50;50;9810;2;0;14;49;0;0;0;0;0
01/02/202423:15;BP1;1600;524288;655360;80;30;5;50;50;9795;103;227;26;657;1;0;0;2;0
01/02/202423:15;BP11;600;1572864;3145728;80;30;1;50;50;9383;126;117;24;322;1;0;0;3;0
01/02/202423:15;BP12;1600;100000;125000;10;30;1;50;50;9981;2;225;24;821;0;0;0;1;0
01/02/202423:15;BP2;1600;524288;655360;10;30;5;50;50;9699;41;104;22;1374;2;0;0;1;0
01/02/202423:15;BP23;200;524288;1048576;50;30;1;50;50;7987;64;0;18;548;0;0;0;0;0
01/02/202423:15;BP24;200;524288;655360;50;30;1;50;50;9041;106;299;26;381;0;0;0;0;0
01/02/202423:15;BP25;200;524288;655360;80;30;5;50;50;7801;248;17;21;195;0;0;0;0;0
01/02/202423:15;BP26;1000;50000;70000;10;30;1;50;50;7988;157;0;22;166;0;0;0;0;0
01/02/202423:15;BP27;200;524288;650240;10;30;1;50;50;9206;84;0;21;423;0;0;0;0;0
01/02/202423:15;BP28;200;524288;2097152;10;30;1;50;50;9437;58;6;24;444;0;0;0;0;0
01/02/202423:15;BP3;1200;524288;655360;10;30;5;50;50;9737;85;454;32;1050;3;1;0;5;0
01/02/202423:15;BP4;126;290048;330240;10;30;5;50;50;8560;550;66;27;713;1;0;0;0;0
01/02/202423:15;BP8;1600;50000;70000;80;30;1;50;50;9761;36;297;21;451;0;0;0;0;0
01/02/202423:30;BP0;24;60160;80128;10;30;5;50;50;9772;0;3;14;72;0;0;0;0;0
01/02/202423:30;BP1;1600;524288;655360;80;30;5;50;50;9779;146;227;31;1304;1;0;0;2;0
01/02/202423:30;BP11;600;1572864;3145728;80;30;1;50;50;9219;176;138;26;8373;1;0;0;2;0
01/02/202423:30;BP12;1600;100000;125000;10;30;1;50;50;9917;11;85;26;821;0;0;0;1;0
01/02/202423:30;BP2;1600;524288;655360;10;30;5;50;50;9542;49;100;20;8312;2;0;0;1;0
01/02/202423:30;BP23;200;524288;1048576;50;30;1;50;50;8726;45;4;16;122;0;0;0;0;0
01/02/202423:30;BP24;200;524288;655360;50;30;1;50;50;8627;155;55;24;264;0;0;0;0;0
01/02/202423:30;BP25;200;524288;655360;80;30;5;50;50;8025;328;3;22;205;0;0;0;0;0
01/02/202423:30;BP26;1000;50000;70000;10;30;1;50;50;8326;98;0;19;355;0;0;0;0;0
01/02/202423:30;BP27;200;524288;650240;10;30;1;50;50;9396;47;3;21;338;0;0;0;0;0
01/02/202423:30;BP28;200;524288;2097152;10;30;1;50;50;9422;44;6;24;444;0;0;0;0;0
01/02/202423:30;BP3;1200;524288;655360;10;30;5;50;50;9945;17;454;33;1050;3;1;0;4;0
01/02/202423:30;BP4;126;290048;330240;10;30;5;50;50;9260;290;74;29;6352;0;0;0;0;0
01/02/202423:30;BP8;1600;50000;70000;80;30;1;50;50;9706;25;285;16;354;0;0;0;0;0
01/02/202423:45;BP0;24;60160;80128;10;30;5;50;50;9654;5;13;15;81;0;0;0;0;0
01/02/202423:45;BP1;1600;524288;655360;80;30;5;50;50;9735;139;249;29;1428;1;0;0;1;0
01/02/202423:45;BP11;600;1572864;3145728;80;30;1;50;50;9992;1;359;23;410;1;0;0;2;0
01/02/202423:45;BP12;1600;100000;125000;10;30;1;50;50;9805;20;137;21;422;0;0;0;1;0
01/02/202423:45;BP2;1600;524288;655360;10;30;5;50;50;9547;63;91;20;965;1;0;0;1;0
01/02/202423:45;BP23;200;524288;1048576;50;30;1;50;50;8520;22;0;16;191;0;0;0;0;0
01/02/202423:45;BP24;200;524288;655360;50;30;1;50;50;8616;202;55;24;189;0;0;0;0;0
01/02/202423:45;BP25;200;524288;655360;80;30;5;50;50;8111;258;15;27;395;0;0;0;0;0
01/02/202423:45;BP26;1000;50000;70000;10;30;1;50;50;8001;121;0;20;360;0;0;0;0;0
01/02/202423:45;BP27;200;524288;650240;10;30;1;50;50;9373;64;3;23;330;0;0;0;0;0
01/02/202423:45;BP28;200;524288;2097152;10;30;1;50;50;8851;113;6;26;444;0;0;0;0;0
01/02/202423:45;BP3;1200;524288;655360;10;30;5;50;50;9698;91;431;31;771;2;1;0;4;0
01/02/202423:45;BP4;126;290048;330240;10;30;5;50;50;8650;346;175;23;6352;1;0;0;0;0
01/02/202423:45;BP8;1600;50000;70000;80;30;1;50;50;8871;232;285;20;377;0;0;0;0;0
02/02/202400:00;BP0;24;60160;80128;10;30;5;50;50;9602;4;52;14;61;0;0;0;0;0
02/02/202400:00;BP1;1600;524288;655360;80;30;5;50;50;9758;116;249;31;1210;1;0;0;1;0
02/02/202400:00;BP11;600;1572864;3145728;80;30;1;50;50;8770;554;197;31;579;1;0;0;1;0
02/02/202400:00;BP12;1600;100000;125000;10;30;1;50;50;9997;0;478;24;538;0;0;0;1;0
02/02/202400:00;BP2;1600;524288;655360;10;30;5;50;50;9785;44;87;26;538;1;0;0;1;0
02/02/202400:00;BP23;200;524288;1048576;50;30;1;50;50;7899;9;3;18;163;0;0;0;0;0
02/02/202400:00;BP24;200;524288;655360;50;30;1;50;50;7661;329;82;28;192;0;0;0;0;0
02/02/202400:00;BP25;200;524288;655360;80;30;5;50;50;7539;405;16;28;475;0;0;0;0;0
02/02/202400:00;BP26;1000;50000;70000;10;30;1;50;50;8355;148;0;21;179;0;0;0;0;0
02/02/202400:00;BP27;200;524288;650240;10;30;1;50;50;9280;85;3;24;345;0;0;0;0;0
02/02/202400:00;BP28;200;524288;2097152;10;30;1;50;50;8273;353;52;23;658;3;0;0;0;0
02/02/202400:00;BP3;1200;524288;655360;10;30;5;50;50;9656;89;149;33;1418;2;0;0;3;0
02/02/202400:00;BP4;126;290048;330240;10;30;5;50;50;7927;594;423;31;6352;0;0;0;0;0
02/02/202400:00;BP44;200;393216;1048576;80;30;1;50;50;8691;0;0;27;194;0;0;0;0;0
02/02/202400:00;BP8;1600;50000;70000;80;30;1;50;50;9718;54;285;26;1007;0;0;0;0;0
02/02/202400:15;BP0;24;60160;80128;10;30;5;50;50;9549;5;0;16;67;0;0;0;0;0
02/02/202400:15;BP1;1600;524288;655360;80;30;5;50;50;9747;146;180;31;1210;1;0;0;1;0
02/02/202400:15;BP11;600;1572864;3145728;80;30;1;50;50;9382;141;194;28;544;0;0;0;2;0
02/02/202400:15;BP12;1600;100000;125000;10;30;1;50;50;9576;57;22;31;538;0;0;0;1;0
02/02/202400:15;BP2;1600;524288;655360;10;30;5;50;50;8393;317;87;26;482;1;0;0;1;0
02/02/202400:15;BP23;200;524288;1048576;50;30;1;50;50;8505;9;0;17;126;0;0;0;0;0
02/02/202400:15;BP24;200;524288;655360;50;30;1;50;50;8920;160;39;26;349;0;0;0;0;0
02/02/202400:15;BP25;200;524288;655360;80;30;5;50;50;7223;449;5;47;12312;0;0;0;0;0
02/02/202400:15;BP26;1000;50000;70000;10;30;1;50;50;7920;303;0;24;282;0;0;0;0;0
02/02/202400:15;BP27;200;524288;650240;10;30;1;50;50;9379;78;3;25;801;0;0;0;0;0
02/02/202400:15;BP28;200;524288;2097152;10;30;1;50;50;8548;266;9;24;829;2;0;0;0;0
02/02/202400:15;BP3;1200;524288;655360;10;30;5;50;50;9719;101;269;37;1418;2;0;0;3;0
02/02/202400:15;BP4;126;290048;330240;10;30;5;50;50;8840;603;17;35;6352;0;0;0;0;0
02/02/202400:15;BP44;200;393216;1048576;80;30;1;50;50;9714;1;0;21;282;0;0;0;0;0
02/02/202400:15;BP8;1600;50000;70000;80;30;1;50;50;6971;1185;285;30;350;0;0;0;0;0
02/02/202400:30;BP0;24;60160;80128;10;30;5;50;50;9812;5;226;15;55;0;0;0;0;0
02/02/202400:30;BP1;1600;524288;655360;80;30;5;50;50;9759;156;214;33;2038;0;0;0;1;0
02/02/202400:30;BP11;600;1572864;3145728;80;30;1;50;50;9031;223;96;24;757;0;0;0;1;0
02/02/202400:30;BP12;1600;100000;125000;10;30;1;50;50;9672;47;14;28;401;0;0;0;1;0
02/02/202400:30;BP2;1600;524288;655360;10;30;5;50;50;8607;273;172;25;610;1;0;0;1;0
02/02/202400:30;BP23;200;524288;1048576;50;30;1;50;50;8292;28;0;17;115;0;0;0;0;0
02/02/202400:30;BP24;200;524288;655360;50;30;1;50;50;8531;373;42;28;187;0;0;0;0;0
02/02/202400:30;BP25;200;524288;655360;80;30;5;50;50;7731;443;15;21;151;0;0;0;0;0
02/02/202400:30;BP26;1000;50000;70000;10;30;1;50;50;8473;55;0;20;137;0;0;0;0;0
02/02/202400:30;BP27;200;524288;650240;10;30;1;50;50;9313;55;3;23;156;0;0;0;0;0
02/02/202400:30;BP28;200;524288;2097152;10;30;1;50;50;8597;291;2;21;510;1;0;0;0;0
02/02/202400:30;BP3;1200;524288;655360;10;30;5;50;50;9687;127;269;34;451;1;0;0;2;0
02/02/202400:30;BP4;126;290048;330240;10;30;5;50;50;8344;938;17;33;6352;0;0;0;0;0
02/02/202400:30;BP44;200;393216;1048576;80;30;1;50;50;9754;0;0;18;47;0;0;0;0;0
02/02/202400:30;BP8;1600;50000;70000;80;30;1;50;50;9837;57;325;27;267;0;0;0;0;0
02/02/202400:45;BP1;1600;524288;655360;80;30;5;50;50;9614;0;29;19;223;0;0;0;0;0
02/02/202400:45;BP11;600;1572864;3145728;80;30;1;50;50;9077;0;49;26;129;0;0;0;0;0
02/02/202400:45;BP12;1600;100000;125000;10;30;1;50;50;9915;0;2;22;75;0;0;0;0;0
02/02/202400:45;BP2;1600;524288;655360;10;30;5;50;50;6154;0;0;28;160;0;0;0;0;0
02/02/202400:45;BP25;200;524288;655360;80;30;5;50;50;7933;0;15;25;147;0;0;0;0;0
02/02/202400:45;BP26;1000;50000;70000;10;30;1;50;50;6000;0;0;24;103;0;0;0;0;0
02/02/202400:45;BP28;200;524288;2097152;10;30;1;50;50;9616;0;0;20;158;0;0;0;0;0
02/02/202400:45;BP3;1200;524288;655360;10;30;5;50;50;9593;0;55;32;348;0;0;0;0;0
02/02/202400:45;BP4;126;290048;330240;10;30;5;50;50;3110;0;0;34;189;0;0;0;0;0
02/02/202400:45;BP44;200;393216;1048576;80;30;1;50;50;9754;0;0;18;47;0;0;0;0;0
